datasetName,datasetUrl,datasetDescr,datasetCategory,update,tags,catUrl,catPage
2019 Crime Incident Map,https://data.montgomerycountymd.gov/Public-Safety/2019-Crime-Incident-Map/df95-9nn9," Updated daily postings on Montgomery County’s open data website, dataMontgomery, provide the public with direct access to crime statistic databases - including raw data and search functions – of reported County crime. The data presented is derived from reported crimes classified according to the National Incident-Based Reporting System (NIBRS) of the Criminal Justice Information Services (CJIS) Division Uniform Crime Reporting (UCR) Program and documented by approved police incident reports. The data is compiled by “EJustice”, a respected law enforcement records-management system used by the Montgomery County Police Department and many other law enforcement agencies. To protect victims’ privacy, no names or other personal information are released. All data is refreshed on a quarterly basis to reflect any changes in status due to on-going police investigation. dataMontgomery allows the public to query the Montgomery County Police Department's database of founded crime. The information contained herein includes all founded crimes reported after July 1st 2016 and entered to-date utilizing Uniform Crime Reporting (UCR) rules. Please note that under UCR rules multiple offenses may appear as part of a single founded reported incident, and each offense may have multiple victims. Please note that these crime reports are based on preliminary information supplied to the Police Department by the reporting parties. Therefore, the crime data available on this web page may reflect: -Information not yet verified by further investigation
-Information that may include attempted and reported crime
-Preliminary crime classifications that may be changed at a later date based upon further investigation
-Information that may include mechanical or human error
-Arrest information [Note: all arrested persons are presumed innocent until proven guilty in a court of law.] Update Frequency: Daily ",Public Safety,January 29 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=3,3
2019 Farm Tour,https://data.montgomerycountymd.gov/Environment/2019-Farm-Tour/aajb-p2r8, List of Farm Tour participants for the 2019 season. Updated annually. ,Environment,July 25 2019,"animals,brewers,vineyards,beverage,food,and 3 more,",https://data.montgomerycountymd.gov/browse?&page=69,69
2019 Top 10 Completed MC311 Service Requests by Topic,https://data.montgomerycountymd.gov/Government/2019-Top-10-Completed-MC311-Service-Requests-by-To/b5zj-4gjb," Information on all MC311 Service Requests received (via email or phone) since July 1, 2012. This data is updated daily. ",Government,January 29 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=31,31
20879 Views,https://data.montgomerycountymd.gov/Finance-Tax-Property/20879-Views/cyia-z28t," This data represents all of the County’s residential real estate properties and all of the associated tax charges and credits with that property processed at the annual billing in July of each year, excluding any subsequent billing additions and/or revisions throughout the year. This dataset excludes the names of the property owners. The addresses in this database represent the address of the property. For more information about the individual taxes and credits, please go to http://www.montgomerycountymd.gov/finance/taxes/faqs.html#credit. Update Frequency: Updated Annually in July ",Finance/Tax/Property,May 17 2018,"house,credits,bill,treasury,resident,and 3 more,",https://data.montgomerycountymd.gov/browse?&page=54,54
4/14/15 & 4/15/15 Completed Date Records,https://data.montgomerycountymd.gov/Licenses-Permits/4-14-15-4-15-15-Completed-Date-Records/x8db-2f3g, Plan reviews completed by Permitting Services. ,Licenses/Permits,January 29 2020,"permits,reivew,plan,",https://data.montgomerycountymd.gov/browse?&page=18,18
Abandoned Checks,https://data.montgomerycountymd.gov/Finance-Tax-Property/Abandoned-Checks/supb-bwn8," This dataset includes older, uncashed checks for Montgomery County government. It does not include agency spending. Data considered sensitive or confidential and will be encrypted before it is posted. ",Finance/Tax/Property,January 25 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=10,10
ACE - All Children Excel - Early Learning Attendance Fiscal Year 17,https://data.montgomerycountymd.gov/Education/ACE-All-Children-Excel-Early-Learning-Attendance-F/qkbe-wpfh, Public Library's All Children Excel Early Learning program attendance counts by fiscal year. Part of the Public Libraries adolescent programs. Attendance counts on ages from birth to twelve years. Updated annually. ,Education,May 29 2018,"adolescent program,library program,children excel,early learning,",https://data.montgomerycountymd.gov/browse?&page=66,66
ACE Go Kits circulation,https://data.montgomerycountymd.gov/Education/ACE-Go-Kits-circulation/u66e-gxus, Libraries that have All Children Excel Go Kit Circulation ,Education,May 31 2019,"go kits,all children excel,ace,library,libraries,",https://data.montgomerycountymd.gov/browse?&page=67,67
Active Allegations Pie Chart,https://data.montgomerycountymd.gov/Public-Safety/Active-Allegations-Pie-Chart/uyev-iqz6, This dataset contains allegations brought to the attention of the Internal Affairs Division either through external complaints or internal complaint or recognition. Any information that can be used to uniquely identify the complainant or the involved employee will not be published. Update Frequency : Weekly. ,Public Safety,January 24 2020,"finding,allegations,internal affair,",https://data.montgomerycountymd.gov/browse?&page=38,38
Active Allegations Stacked Bar Chart,https://data.montgomerycountymd.gov/Public-Safety/Active-Allegations-Stacked-Bar-Chart/2zyi-zrty, This dataset contains allegations brought to the attention of the Internal Affairs Division either through external complaints or internal complaint or recognition. Any information that can be used to uniquely identify the complainant or the involved employee will not be published. Update Frequency : Weekly. ,Public Safety,January 24 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=79,79
Active Allegations Stacked Pie Chart,https://data.montgomerycountymd.gov/Public-Safety/Active-Allegations-Stacked-Pie-Chart/m9zp-gg7n, This dataset contains allegations brought to the attention of the Internal Affairs Division either through external complaints or internal complaint or recognition. Any information that can be used to uniquely identify the complainant or the involved employee will not be published. Update Frequency : Weekly. ,Public Safety,January 24 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=78,78
Active HHS Contracts,https://data.montgomerycountymd.gov/Government/Active-HHS-Contracts/tkwa-k5yu, The following dataset is a listing of all active County contracts. This list is updated daily. Contract spending information can be found at: https://data.montgomerycountymd.gov/Finance-Tax-Property/Contract-Spending/wv2m-su7v Update Frequency: Daily ,Government,January 29 2020,"contract,procurement,contracts,",https://data.montgomerycountymd.gov/browse?&page=42,42
